support,itemsets,itemset_len
0.06835784599496977,{'Cocktail Bars', 'Bars', 'Restaurants', 'Nightlife'}",4
0.06477672102203641,{'Bars', 'Food', 'Restaurants', 'Nightlife'}",4
0.07847660609290938,{'American New', 'Bars', 'Restaurants', 'Nightlife'}",4
0.07210553492013258,{'Bars', 'Restaurants', 'Nightlife', 'American Traditional'}",4
0.08073354764561853,{'American New', 'Restaurants', 'Nightlife'}",3
0.06835784599496977,{'Cocktail Bars', 'Restaurants', 'Nightlife'}",3
0.06835784599496977,{'Cocktail Bars', 'Restaurants', 'Bars'}",3
0.07472891716774656,{'Cocktail Bars', 'Bars', 'Nightlife'}",3
0.06061262221629995,{'Breakfast & Brunch', 'Food', 'Restaurants'}",3
0.07847660609290938,{'American New', 'Restaurants', 'Bars'}",3
0.07847660609290938,{'American New', 'Bars', 'Nightlife'}",3
0.06872428668987458,{'Food', 'Restaurants', 'Nightlife'}",3
0.22804270699735163,{'Bars', 'Restaurants', 'Nightlife'}",3
0.06451021869846928,{'Coffee & Tea', 'Food', 'Restaurants'}",3
0.07210553492013258,{'Bars', 'Nightlife', 'American Traditional'}",3
0.07210553492013258,{'American Traditional', 'Restaurants', 'Bars'}",3
0.07369622066392391,{'American Traditional', 'Restaurants', 'Nightlife'}",3
0.06477672102203641,{'Food', 'Restaurants', 'Bars'}",3
0.0745290404250712,{'Bars', 'Food', 'Nightlife'}",3
0.053858453953395405,{'Food', 'Restaurants', 'American New'}",3
